type;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;id
1;850;15;49;150;3;1700;12200;99;303;40;1030;6;1512
1;890;13;49;100;3;600;2400;99;291;32;990;5;1513
1;810;28;49;100;4;3200;14800;99;313;41;1000;6;1514
1;600;17;49;100;3;2600;10600;99;321;42;980;6;1515
1;730;26;49;500;3;3200;10700;99;324;54;1080;6;1516
1;710;18;74;1560;4;4400;17600;100;338;67;900;6;1517
1;710;53;24;80;3;2900;8600;99;316;32;910;4;1518
1;720;16;49;130;4;2700;10400;99;323;57;1060;6;1519
1;730;14;49;110;4;2800;9900;99;320;72;1060;6;1520
1;890;13;49;100;3;600;2400;99;291;32;990;5;1521
1;790;12;49;520;5;3300;15200;100;318;47;1060;6;1522
1;670;29;49;470;3;3500;15600;99;313;45;990;6;1523
1;670;30;49;480;3;3600;15800;99;312;45;990;6;1524
1;710;36;24;180;2;3200;10200;99;334;59;1280;6;1525
1;850;15;49;150;3;1700;12200;99;303;40;1030;6;1526
1;790;18;49;520;5;3600;15700;100;318;48;1060;6;1527
1;660;19;99;120;12;4500;12900;99;309;31;870;6;1528
1;730;21;49;180;4;4400;15200;99;332;44;1260;7;1529
1;690;30;49;760;6;2500;15600;100;343;63;1100;7;1530
1;790;42;49;820;6;3200;16400;100;329;60;1120;7;1531
1;690;24;49;130;3;3500;14800;99;345;57;1070;7;1532
1;760;23;49;1000;4;4500;18200;100;308;58;960;6;1533
1;790;18;49;520;5;3600;15700;100;318;48;1060;6;1534
1;620;43;49;640;4;1200;11500;100;327;57;900;4;1535
1;880;35;49;100;4;1400;5600;99;296;33;1050;4;1536
1;780;30;74;180;3;3300;15600;99;329;52;1280;6;1537
1;910;28;49;200;6;1000;11200;100;315;46;1010;5;1538
1;710;34;49;150;3;2600;12600;99;330;33;1220;7;1539
1;780;30;74;180;3;3300;15600;99;329;52;1280;6;1540
1;910;28;49;200;6;1000;11200;100;315;46;1010;5;1541
1;850;19;49;350;4;2900;11700;99;314;51;1010;6;1542
1;760;18;49;1805;5;3600;15800;100;306;41;920;5;1543
1;750;19;49;180;6;1900;11000;99;333;44;990;5;1544
1;740;30;49;820;6;4900;18800;100;352;58;970;6;1545
1;670;30;74;500;4;3500;15700;99;321;46;990;5;1546
1;660;30;74;460;4;3600;15900;99;321;45;990;5;1547
1;740;30;49;820;6;4900;18800;100;352;58;970;6;1548
1;690;22;49;700;6;5000;16800;100;354;50;1030;6;1549
1;780;26;49;310;4;2100;11600;99;316;35;1030;5;1550
1;850;17;49;880;5;2300;10800;99;288;34;1050;4;1551
1;680;17;74;240;5;6100;18200;100;363;76;1050;6;1552
1;620;27;49;140;5;2000;7400;99;332;44;980;6;1553
1;710;64;49;180;5;1700;12800;99;331;58;1060;4;1554
1;640;18;74;1190;5;5400;16800;100;358;68;1010;5;1555
1;760;31;49;1340;6;5000;19100;100;322;53;900;4;1556
1;980;31;49;1540;5;1300;11900;100;318;45;950;5;1557
1;900;30;49;720;4;3200;8400;99;294;32;1150;6;1558
1;840;24;49;740;4;4600;10800;99;303;33;1190;7;1559
1;640;18;74;1190;5;5400;16800;100;358;68;1010;5;1560
1;640;25;74;780;4;5200;20900;100;321;42;920;6;1561
1;730;30;74;1350;4;4600;16500;100;302;40;870;5;1562
1;930;31;49;130;4;3400;14700;99;311;46;980;5;1563
1;640;25;74;780;4;5200;20900;100;321;42;920;6;1564
1;730;30;74;1350;4;4600;16500;100;302;40;870;5;1565
1;700;27;74;150;4;2700;12200;99;335;48;1120;6;1566
1;790;14;74;120;3;3000;16500;99;308;82;1230;6;1567
1;640;12;49;640;4;4900;16100;99;334;44;1040;6;1568
1;680;21;74;120;5;2500;11100;99;313;41;1070;6;1569
1;860;16;49;730;4;900;6300;100;313;59;1050;6;1570
1;700;29;49;380;5;3700;13600;99;295;40;940;6;1571
1;640;27;49;730;5;5300;20600;100;324;43;920;6;1572
1;660;55;1;270;3;5600;12200;99;315;30;1190;5;1573
1;640;27;49;730;5;5300;20600;100;324;43;920;6;1574
1;630;24;74;140;17;2400;10800;99;327;39;990;6;1575
1;670;33;49;160;17;2000;9400;99;311;50;1140;6;1576
1;700;29;49;380;5;3700;13600;99;295;40;940;6;1577
1;820;34;49;800;5;5500;22300;100;308;52;1070;6;1578
1;560;39;24;470;3;2700;7700;99;328;36;1270;5;1579
1;560;41;24;190;3;1000;5300;99;332;50;1350;7;1580
1;670;41;1;280;5;3900;13700;99;324;35;950;5;1581
1;710;26;49;220;3;3100;11300;99;337;42;1290;9;1582
1;750;32;49;170;3;4400;10900;99;307;46;1250;6;1583
1;580;19;49;490;4;4400;11800;99;334;38;950;7;1584
1;690;27;49;2350;6;5900;23500;100;298;47;860;5;1585
1;810;20;49;1180;5;4600;21200;100;309;46;1000;7;1586
1;750;32;49;170;3;4400;10900;99;307;46;1250;6;1587
1;820;26;49;520;4;1900;10000;99;312;34;1010;6;1588
1;780;26;49;320;3;2800;8700;99;303;32;1130;7;1589
1;800;14;49;150;4;4200;12000;99;326;40;1060;7;1590
1;800;29;49;1170;4;4000;13100;100;314;34;1080;5;1591
1;750;19;49;160;5;4200;14000;99;340;47;1070;6;1592
1;690;34;49;730;4;6100;20600;100;309;40;900;6;1593
1;620;20;49;160;6;1700;14300;99;322;52;920;6;1594
1;640;37;49;1330;4;5300;24300;100;314;48;850;6;1595
1;620;22;49;600;3;3100;12800;99;341;36;1130;8;1596
1;780;26;49;320;3;2800;8700;99;303;32;1130;7;1597
1;890;32;49;160;5;1700;13100;100;313;34;940;5;1598
1;650;44;49;770;4;1600;16900;100;311;37;870;6;1599
1;700;14;49;590;5;2200;11800;100;336;36;940;6;1600
1;900;17;49;100;4;4600;13100;99;309;51;1050;7;1601
1;640;26;49;640;4;3700;16100;100;338;53;970;6;1602
1;900;22;49;1040;5;5200;19500;100;331;44;1020;6;1603
1;890;32;49;160;5;1700;13100;100;313;34;940;5;1604
1;820;20;49;350;6;1400;10800;99;319;35;1150;6;1605
1;780;15;24;770;5;2100;9800;100;294;31;960;6;1606
1;690;25;24;180;5;600;12100;99;323;70;1140;5;1607
1;820;20;49;350;6;1400;10800;99;319;35;1150;6;1608
1;710;28;49;650;4;2800;11100;99;341;58;1220;8;1609
1;740;19;49;670;4;1500;11000;99;320;38;1100;7;1610
1;830;25;49;1680;5;5000;22800;100;303;52;920;6;1611
1;750;14;74;160;4;2100;12600;99;326;45;1020;6;1612
1;780;49;49;700;4;2900;14900;100;321;33;1000;5;1613
1;810;12;49;120;4;4300;16000;99;313;48;970;6;1614
1;760;47;49;1300;24;4200;22000;100;296;51;920;5;1615
1;790;22;49;380;4;2600;10500;99;310;39;1050;5;1616
1;780;49;49;700;4;2900;14900;100;321;33;1000;5;1617
1;640;22;49;750;5;4200;15100;99;327;52;1010;6;1618
1;730;19;49;1555;6;5000;13400;100;342;36;910;7;1619
1;810;30;49;1230;5;5000;14400;100;309;57;1020;7;1620
1;730;19;49;1555;6;5000;13400;100;342;36;910;7;1621
1;750;24;49;940;5;5000;14900;100;317;59;1050;7;1622
1;640;22;49;750;5;4200;15100;99;327;52;1010;6;1623
1;780;21;49;120;4;2000;9900;99;305;28;1210;7;1624
1;710;30;49;160;4;3100;10000;99;340;59;1020;5;1625
1;690;26;49;160;6;3900;16600;100;365;52;940;4;1626
1;760;31;49;395;4;2700;13100;99;308;67;1280;7;1627
1;640;42;74;1280;8;4800;20900;100;312;58;900;6;1628
1;820;29;49;100;4;2900;11800;99;324;36;1090;4;1629
1;790;33;28;3160;5;3500;17600;101;315;38;880;6;1630
1;660;46;49;740;5;1900;18400;100;311;38;900;5;1631
1;780;28;49;130;5;2700;14200;99;309;59;1020;5;1632
1;580;15;49;110;5;2100;9800;99;319;48;920;5;1633
1;780;40;49;780;6;3400;16200;100;326;58;1130;6;1634
1;660;31;49;770;5;5200;22000;100;312;45;880;5;1635
1;660;32;49;770;5;5300;21700;100;316;40;930;5;1636
1;660;27;49;780;5;6200;21700;100;317;45;940;6;1637
1;670;26;49;830;5;5400;19100;100;323;40;1030;6;1638
1;670;21;49;140;5;3000;11400;99;292;42;1080;7;1639
1;790;33;28;3160;5;3500;17600;101;315;38;880;6;1640
1;810;28;46;1540;6;3200;17700;100;327;58;900;4;1641
1;650;13;37;100;4;4800;11400;99;341;51;1150;8;1642
1;780;44;56;100;4;800;8400;99;325;43;1080;5;1643
1;880;39;34;590;6;3300;12800;99;295;51;1180;6;1644
1;790;18;33;120;3;2000;7200;99;312;38;1050;7;1645
1;710;31;38;120;4;1000;12400;99;314;44;990;6;1646
1;780;24;18;670;5;3300;16000;100;320;56;980;6;1647
1;700;35;30;650;3;2700;8700;99;340;42;1140;7;1648
1;660;26;31;480;14;4100;16800;100;320;38;930;5;1649
1;660;27;31;530;14;3500;16300;100;320;38;930;5;1650
1;680;22;29;890;5;8200;18800;100;330;44;1030;6;1651
1;620;27;32;880;5;6500;22400;100;317;47;890;5;1652
1;700;35;30;650;3;2700;8700;99;340;42;1140;7;1653
1;730;23;37;180;3;6000;15600;99;311;35;1110;6;1654
1;620;30;20;660;4;4200;17000;99;336;45;1040;6;1655
1;640;35;20;570;3;1800;11700;99;333;43;1010;5;1656
1;760;32;34;1835;5;4400;19700;100;322;55;900;5;1657
1;630;31;30;1000;5;4900;21200;100;374;55;1190;6;1658
1;720;25;28;1440;6;5500;20500;100;312;38;900;7;1659
1;720;25;28;1440;6;5500;20500;100;312;38;900;7;1660
1;730;26;33;1785;5;4150;19500;100;306;44;910;7;1661
1;720;25;28;1440;6;5500;20500;100;312;38;900;7;1662
1;740;26;37;940;5;4200;14700;100;346;72;1000;5;1663
1;730;26;33;1785;5;4150;19500;100;306;44;910;7;1664
1;670;25;26;155;4;11850;21600;99;355;63;940;3;1665
1;710;16;25;130;3;2800;12300;99;327;55;1140;6;1666
1;900;43;30;150;5;700;17500;100;311;45;970;4;1667
1;720;25;28;1440;6;5500;20500;100;312;38;900;7;1668
1;700;24;30;420;4;4100;21300;99;328;49;1180;6;1669
1;670;26;22;860;5;5400;19800;100;325;41;1020;5;1670
1;770;12;32;140;6;4700;15000;100;337;42;920;6;1671
1;720;21;33;300;4;3500;13200;99;325;40;1100;6;1672
1;850;32;36;1490;4;4700;19000;100;308;31;1000;6;1673
1;690;18;30;200;4;3900;19000;99;332;37;1220;6;1674
1;700;24;30;420;4;4100;21300;99;328;49;1180;6;1675
1;630;26;29;220;4;3500;17500;99;338;43;1160;6;1676
1;670;26;30;180;4;2500;12100;99;344;61;1020;6;1677
1;790;29;36;1110;3;4300;20800;100;314;46;1030;5;1678
1;650;27;19;420;5;600;11400;100;325;35;860;4;1679
1;670;33;42;640;6;2700;15100;100;316;44;960;5;1680
1;670;31;42;640;6;2500;14800;100;316;45;960;5;1681
1;660;25;31;150;4;3200;12700;99;341;47;1130;6;1682
1;640;24;22;150;4;3800;15700;99;341;55;990;6;1683
1;680;26;29;1695;6;4800;17900;100;345;40;960;5;1684
1;700;61;26;170;5;2500;16100;99;336;60;1060;4;1685
1;680;22;30;1360;6;5000;18000;100;344;39;980;5;1686
1;810;31;24;160;3;1000;6700;99;308;47;1050;5;1687
1;700;20;30;610;4;3100;12000;99;324;51;1080;5;1688
1;790;18;37;300;6;2500;17800;100;322;51;1000;6;1689
1;660;34;27;620;6;2300;13600;100;330;49;1010;6;1690
1;680;30;24;660;12;3500;11600;100;307;48;940;5;1691
1;650;18;34;160;4;4300;14800;99;332;59;1150;8;1692
1;700;21;31;600;5;2900;10800;99;326;50;1080;6;1693
1;680;27;32;150;4;1900;14200;99;310;43;990;6;1694
1;930;20;33;170;5;2800;17800;100;316;43;900;4;1695
1;580;23;27;180;4;2400;6900;99;338;31;940;6;1696
1;760;20;39;260;4;3000;18000;99;346;44;1080;7;1697
1;820;15;48;270;5;2400;19000;100;350;45;1090;7;1698
1;750;40;100;1950;4;3300;14800;100;324;38;1200;6;1699
1;650;18;34;160;4;4300;14800;99;332;59;1150;8;1700
1;700;13;30;500;6;3100;12200;99;347;42;1050;6;1701
1;690;17;22;460;6;5500;15200;100;329;37;930;6;1702
1;700;30;32;640;3;2800;9700;99;323;44;1180;6;1703
1;760;44;44;1450;4;6800;21200;100;348;36;1000;6;1704
1;680;30;24;660;12;3500;11600;100;307;48;940;5;1705
1;750;22;33;670;4;4500;13800;99;320;68;1140;6;1706
1;920;23;30;110;3;4000;9900;99;294;30;1040;6;1707
1;870;34;46;1380;6;6800;19800;100;336;37;950;6;1708
1;660;54;4;250;3;4800;11100;99;314;32;1190;5;1709
1;810;30;31;110;4;4900;12300;99;299;45;1110;6;1710
1;690;16;30;960;6;5000;18500;100;339;38;960;6;1711
1;800;32;36;460;4;5600;17800;99;329;47;1200;6;1712
1;610;22;23;310;5;1500;10400;99;314;42;870;5;1713
1;690;16;30;960;6;5000;18500;100;339;38;960;6;1714
1;750;15;38;180;5;1900;10100;99;324;44;1000;5;1715
1;840;29;29;105;3;400;5500;99;291;32;1140;4;1716
1;660;37;47;650;6;2300;15000;100;314;45;960;6;1717
1;770;38;40;200;4;2800;15200;99;318;32;1290;6;1718
1;630;25;23;1490;4;4700;14200;100;314;35;970;6;1719
1;830;30;36;1000;4;3300;16900;100;323;51;930;6;1720
1;660;22;58;110;13;5200;13600;99;310;30;910;5;1721
1;610;34;31;1200;5;4600;23800;100;316;48;860;5;1722
1;750;22;29;480;5;3300;8700;99;314;42;990;5;1723
1;830;30;36;1000;4;3300;16900;100;323;51;930;6;1724
1;800;27;24;120;4;2000;10200;99;328;42;1090;5;1725
1;610;17;27;150;6;4500;13500;99;320;43;1020;6;1726
1;740;18;30;1040;4;4400;17400;100;311;57;970;6;1727
1;670;16;28;250;5;4000;15300;99;338;51;1140;7;1728
1;610;26;44;1230;4;5300;19700;100;324;54;950;6;1729
1;740;23;25;140;5;4300;14100;99;342;54;1020;7;1730
1;640;16;28;220;4;3300;9300;99;331;43;1110;6;1731
1;630;25;23;1490;4;4700;14200;100;314;35;970;6;1732
1;670;27;25;800;5;5400;20200;100;322;43;930;5;1733
1;690;29;23;860;6;5600;21500;100;317;44;880;5;1734
1;960;21;28;120;4;1200;5300;99;280;46;1060;5;1735
1;660;62;20;870;5;8100;22400;100;317;44;930;5;1736
1;640;28;19;540;4;6700;18100;99;331;35;1020;6;1737
1;800;30;28;570;4;3100;12400;99;316;51;1020;6;1738
1;640;17;27;150;4;2000;9800;99;346;42;1100;7;1739
1;730;21;30;1090;4;1800;11200;100;340;50;960;6;1740
1;670;27;25;800;5;5400;20200;100;322;43;930;5;1741
1;690;29;23;860;6;5600;21500;100;317;44;880;5;1742
1;660;32;26;770;5;5600;20900;100;317;45;880;5;1743
1;740;32;22;170;5;5000;17900;100;328;69;890;5;1744
1;660;37;7;140;5;5800;14400;99;317;38;1000;5;1745
1;770;43;28;450;5;3300;10200;99;316;56;1220;7;1746
1;780;39;26;990;6;3300;18100;100;304;42;1090;6;1747
1;650;18;26;140;4;4000;14100;99;334;72;950;6;1748
1;780;40;26;950;6;3200;17800;100;304;43;1090;6;1749
1;780;39;26;990;6;3300;18100;100;304;42;1090;6;1750
1;690;19;28;300;5;3300;9900;99;316;40;1080;6;1751
1;770;49;100;1960;3;2800;13500;100;324;40;1200;6;1752
1;660;25;35;1400;7;4200;16300;100;356;47;980;5;1753
1;650;18;26;140;4;4000;14100;99;334;72;950;6;1754
1;640;15;36;180;3;4300;15000;99;342;69;1100;8;1755
1;640;15;36;180;3;4300;15000;99;342;69;1100;8;1756
1;840;17;31;540;5;4700;15000;100;324;38;980;5;1757
1;610;32;37;180;5;1300;20000;99;349;44;1050;4;1758
1;850;21;26;925;3;7300;14200;99;305;37;1140;6;1759
1;870;45;40;150;7;1700;10000;100;327;57;1010;6;1760
1;670;24;29;680;4;5400;12700;99;333;46;1160;7;1761
1;850;21;26;925;3;7300;14200;99;305;37;1140;6;1762
1;740;33;26;260;4;2900;11500;99;307;52;1180;7;1763
1;720;26;30;210;3;5000;15800;99;333;43;1210;7;1764
1;820;36;29;760;4;3700;12200;99;316;34;1200;5;1765
1;780;20;24;160;3;2600;18900;99;308;74;1210;7;1766
1;940;16;30;140;4;2600;17600;100;315;46;910;5;1767
1;640;33;24;160;5;2500;11700;99;336;50;930;5;1768
1;780;22;36;140;6;2100;15300;99;320;53;1040;6;1769
1;740;35;31;1795;6;4200;18700;100;327;64;910;5;1770
1;660;37;24;200;6;2300;12000;99;332;54;940;5;1771
1;670;37;41;630;6;2200;14900;100;316;47;960;6;1772
1;710;37;32;140;4;2700;12600;99;319;62;1200;5;1773
1;690;25;27;905;4;3700;12800;99;327;34;1130;8;1774
1;680;23;29;1540;7;5600;17300;100;306;41;870;6;1775
1;640;26;21;710;4;3500;16200;100;339;58;990;6;1776
1;760;30;22;1020;5;5700;19100;100;308;40;930;6;1777
1;940;16;23;160;4;1400;6700;99;307;32;950;5;1778
1;680;23;29;1540;7;5600;17300;100;306;41;870;6;1779
1;640;26;21;710;4;3500;16200;100;339;58;990;6;1780
1;760;30;22;1020;5;5700;19100;100;308;40;930;6;1781
1;750;33;39;1240;6;2900;11900;100;316;39;940;5;1782
1;760;38;20;340;5;900;11600;99;315;41;940;5;1783
1;880;20;43;1500;5;6000;18400;100;328;79;880;6;1784
1;750;33;39;1240;6;2900;11900;100;316;39;940;5;1785
1;880;20;43;1500;5;6000;18400;100;328;79;880;6;1786
1;660;36;21;150;5;3900;18400;99;318;41;990;6;1787
1;760;38;20;340;5;900;11600;99;315;41;940;5;1788
1;560;46;24;480;4;2400;7200;99;329;37;1260;6;1789
1;720;15;38;120;4;1800;11000;99;319;43;1110;6;1790
1;820;42;29;410;3;3100;10000;99;300;32;1280;7;1791
1;680;30;35;280;4;1000;16400;99;309;53;1200;6;1792
1;670;27;30;1390;3;3400;13100;100;336;50;1200;7;1793
1;720;50;0;80;3;4600;11400;99;319;34;920;4;1794
1;600;26;29;100;3;2700;9600;99;338;44;1230;6;1795
1;680;33;28;120;3;3800;13100;99;319;41;1300;6;1796
1;680;30;35;280;4;1000;16400;99;309;53;1200;6;1797
1;740;29;31;170;4;2300;11000;99;307;38;1090;5;1798
1;820;42;29;410;3;3100;10000;99;300;32;1280;7;1799
1;730;19;24;630;5;3400;23100;100;336;54;1000;6;1800
1;650;32;12;1150;3;3500;16500;100;322;32;900;5;1801
1;710;32;40;150;3;1300;8400;99;342;60;1040;5;1802
1;650;32;12;1150;3;3500;16500;100;322;32;900;5;1803
1;730;19;24;630;5;3400;23100;100;336;54;1000;6;1804
1;730;17;23;630;5;3500;24000;100;336;54;1000;6;1805
1;770;44;24;1120;3;4100;16700;99;312;43;1130;7;1806
1;770;44;24;1120;3;4100;16700;99;312;43;1130;7;1807
1;740;49;24;1510;3;3400;15300;100;313;51;1200;7;1808
1;770;44;24;1120;3;4100;16700;99;312;43;1130;7;1809
1;740;49;24;1510;3;3400;15300;100;313;51;1200;7;1810
1;640;21;30;560;4;4300;16000;99;360;41;1060;6;1811
1;800;55;42;1260;21;3700;21300;100;299;56;930;5;1812
1;700;19;23;570;12;2700;10400;100;304;54;940;6;1813
1;720;24;29;220;4;3700;10200;99;327;64;1100;7;1814
1;650;34;36;1100;5;5300;24700;100;344;55;930;6;1815
1;700;19;23;570;12;2700;10400;100;304;54;940;6;1816
1;690;18;33;100;5;2400;16400;99;342;51;1050;5;1817
1;720;24;29;220;4;3700;10200;99;327;64;1100;7;1818
1;820;18;31;1180;4;9600;24900;100;307;52;950;6;1819
1;830;28;45;780;6;3200;13900;100;333;77;1120;6;1820
1;610;34;46;470;3;2100;9400;99;329;62;1230;6;1821
1;740;44;20;1150;5;4400;15700;100;327;44;900;5;1822
1;760;26;58;790;4;6200;18000;100;307;38;900;5;1823
1;740;44;20;1150;5;4400;15700;100;327;44;900;5;1824
1;870;49;57;1780;5;3400;24300;100;298;82;900;5;1825
1;700;24;25;170;4;4800;18900;99;325;42;1140;6;1826
1;710;25;25;160;5;5000;18100;99;320;42;1100;7;1827
1;610;34;46;470;3;2100;9400;99;329;62;1230;6;1828
1;640;18;31;160;5;3600;12700;99;360;67;1040;7;1829
1;830;27;39;240;6;1600;10700;100;328;59;1030;5;1830
1;680;24;35;640;5;4400;17200;99;329;55;1050;7;1831
1;800;22;28;1400;5;8300;19700;100;314;45;980;6;1832
1;1000;91;42;160;6;3400;18100;100;311;46;1000;4;1833
1;890;34;34;160;6;1300;17600;99;314;47;970;5;1834
1;890;33;34;140;6;1400;17100;99;313;47;970;5;1835
1;800;22;28;1400;5;8300;19700;100;314;45;980;6;1836
1;670;18;19;470;5;5700;16100;99;332;66;1050;6;1837
1;780;20;28;1020;5;7800;18600;100;314;46;1000;6;1838
1;730;13;31;230;5;2200;10400;99;324;92;1150;7;1839
1;660;28;30;780;5;5700;20200;100;324;39;950;5;1840
1;710;25;30;240;4;2500;12200;99;343;61;1050;6;1841
1;760;36;44;830;26;2800;14200;100;312;43;1020;6;1842
1;760;27;25;1390;5;4500;19900;100;334;50;980;6;1843
1;690;37;28;1380;3;3400;13700;99;310;37;1160;6;1844
1;740;21;27;730;3;4100;14400;99;315;38;1180;7;1845
1;820;18;28;850;4;4100;14000;100;304;37;1010;7;1846
1;630;19;21;180;5;3500;16300;99;331;50;1030;6;1847
1;700;21;22;510;5;3800;16800;99;334;49;1040;6;1848
1;580;33;20;1605;5;2600;16600;100;309;46;890;5;1849
1;580;33;20;1605;5;2600;16600;100;309;46;890;5;1850
1;790;29;31;735;3;3700;15400;99;306;31;1080;5;1851
1;660;31;38;1605;6;1600;16500;100;338;60;920;5;1852
1;800;19;30;200;5;4800;14000;99;318;49;960;6;1853
1;800;20;36;120;3;2100;7800;99;308;37;1040;6;1854
1;800;25;26;1400;4;4100;24800;100;303;57;870;6;1855
1;720;20;61;1620;4;1400;10300;100;306;36;920;6;1856
1;770;30;42;1430;4;4500;21300;100;318;63;920;5;1857
1;720;20;61;1620;4;1400;10300;100;306;36;920;6;1858
1;770;30;42;1430;4;4500;21300;100;318;63;920;5;1859
1;770;30;42;1430;4;4500;21300;100;318;63;920;5;1860
1;640;22;32;790;3;3400;12400;99;340;39;1020;5;1861
1;720;20;61;1620;4;1400;10300;100;306;36;920;6;1862
1;700;53;2;100;4;3900;10700;99;320;32;900;5;1863
1;730;24;41;1360;5;4100;17800;100;337;43;970;5;1864
1;720;24;40;1785;5;5000;18500;100;334;42;960;5;1865
1;760;15;40;130;4;2400;11200;99;314;76;1000;5;1866
1;770;30;42;1430;4;4500;21300;100;318;63;920;5;1867
1;760;33;41;1370;4;4400;19700;100;318;64;910;5;1868
1;680;24;31;1830;5;4000;14200;100;330;41;870;5;1869
1;680;24;31;1830;5;4000;14200;100;330;41;870;5;1870
1;680;35;44;650;6;3100;16100;100;314;44;950;5;1871
1;790;26;33;1030;4;7300;21200;100;293;49;950;6;1872
1;750;29;67;810;4;5300;16600;100;290;41;890;6;1873
1;750;29;67;810;4;5300;16600;100;290;41;890;6;1874
1;720;31;41;860;5;1500;8900;100;329;64;990;6;1875
1;670;44;31;190;3;4100;10400;99;329;62;1260;7;1876
1;1000;23;27;1410;3;4500;16600;100;272;43;970;6;1877
1;740;21;30;790;4;1400;11800;99;296;34;1040;5;1878
1;880;23;35;1070;4;2600;18300;100;293;49;910;6;1879
1;780;34;27;120;4;2500;10600;99;301;55;1040;5;1880
1;790;26;33;1030;4;7300;21200;100;293;49;950;6;1881
1;750;29;67;810;4;5300;16600;100;290;41;890;6;1882
1;600;28;35;190;4;1600;12000;99;316;69;1060;5;1883
1;790;37;30;270;3;6400;15800;99;312;59;1200;7;1884
1;720;36;36;570;4;2600;9800;99;293;59;1250;7;1885
1;760;13;34;930;6;4000;12600;100;321;39;960;5;1886
1;660;25;36;810;4;5400;18000;100;308;42;920;5;1887
1;710;18;26;130;4;2000;7100;99;304;74;990;6;1888
1;790;30;27;850;4;2000;11200;99;296;46;1170;6;1889
1;830;23;30;210;5;2100;15300;100;309;50;960;6;1890
1;680;43;30;350;3;2700;13500;99;300;37;1200;6;1891
1;720;36;36;570;4;2600;9800;99;293;59;1250;7;1892
1;660;25;36;810;4;5400;18000;100;308;42;920;5;1893
1;710;18;26;130;4;2000;7100;99;304;74;990;6;1894
1;660;35;29;1440;4;5400;17700;100;317;58;890;6;1895
1;730;22;50;1370;5;5600;18900;100;324;66;900;6;1896
1;810;26;33;1110;5;5250;15800;100;303;49;1020;7;1897
1;760;13;34;930;6;4000;12600;100;321;39;960;5;1898
1;700;12;19;490;6;2700;12700;100;329;41;940;5;1899
1;820;37;27;170;3;1000;5900;99;297;48;1040;5;1900
1;760;26;36;160;3;600;10600;99;315;40;1040;4;1901
1;630;20;58;140;20;1500;9700;99;316;43;1000;6;1902
1;630;22;57;140;21;1400;9600;99;316;43;1000;6;1903
1;710;25;28;160;5;4600;16900;99;305;41;1050;5;1904
1;700;27;32;680;5;4700;19300;99;323;39;1140;6;1905
1;880;34;33;970;4;4600;17200;100;308;40;1020;5;1906
1;920;27;34;1050;4;4900;22800;100;304;41;1040;6;1907
1;710;49;22;200;5;14650;30750;99;324;37;1100;3;1908
1;920;71;23;620;4;1500;9300;99;289;34;1010;6;1909
1;720;47;65;830;8;2700;18200;100;300;35;920;5;1910
1;680;28;36;160;4;2500;8700;99;323;66;1030;6;1911
1;880;34;33;970;4;4600;17200;100;308;40;1020;5;1912
1;920;27;34;1050;4;4900;22800;100;304;41;1040;6;1913
1;730;13;27;460;8;3400;17200;99;323;39;1110;7;1914
1;720;16;35;120;3;2700;8400;99;333;34;990;5;1915
1;680;31;32;760;5;3500;14300;100;314;38;900;5;1916
1;830;36;57;1500;5;3500;25600;100;293;64;860;5;1917
1;680;31;32;760;5;3500;14300;100;314;38;900;5;1918
1;830;36;57;1500;5;3500;25600;100;293;64;860;5;1919
1;630;25;44;1160;4;4800;19500;100;318;52;950;5;1920
1;600;45;42;110;5;6100;19700;99;302;40;900;5;1921
1;810;26;30;780;5;3900;15200;100;299;58;1000;6;1922
1;640;22;32;1200;7;5700;15800;100;360;43;900;6;1923
1;570;45;42;110;5;6100;19700;99;302;40;900;5;1924
1;720;19;31;140;5;3700;13500;99;334;57;1020;7;1925
1;670;31;44;670;5;2900;16000;100;304;44;960;5;1926
1;800;25;13;1720;4;4900;21900;100;296;46;970;5;1927
1;990;100;46;140;5;3400;18500;100;302;49;1020;4;1928
1;810;31;36;820;3;2900;14200;99;301;34;1300;7;1929
1;810;24;38;430;4;4900;17200;100;337;74;1080;6;1930
1;800;25;13;1720;4;4900;21900;100;296;46;970;5;1931
1;640;29;28;1110;6;6600;16900;100;289;57;900;5;1932
1;720;15;33;110;3;1600;6300;99;337;40;990;5;1933
1;700;12;32;720;6;2200;8900;100;329;38;920;6;1934
1;740;32;55;1660;6;5300;23800;100;296;58;870;6;1935
1;850;17;31;100;2;1300;9100;99;279;37;1010;5;1936
1;850;17;31;100;2;1300;9100;99;279;37;1010;5;1937
1;950;21;47;130;4;2100;12300;100;290;64;950;5;1938
1;820;21;48;140;4;1100;9900;100;317;57;990;5;1939
1;740;32;55;1660;6;5300;23800;100;296;58;870;6;1940
1;680;31;42;690;5;5000;17300;100;319;46;900;5;1941
1;680;27;28;1330;8;5000;16300;100;303;38;860;6;1942
1;740;21;30;810;5;1300;11400;99;312;35;1050;6;1943
1;800;23;35;920;4;5300;18600;100;309;56;950;7;1944
1;760;20;31;140;5;4100;14200;99;343;53;1010;6;1945
1;630;41;30;320;3;4900;16400;99;353;79;1170;7;1946
1;830;49;43;250;4;3200;11600;99;323;47;1070;6;1947
1;630;41;30;320;3;4900;16400;99;353;79;1170;7;1948
1;760;20;26;450;9;3700;13300;100;315;42;920;5;1949
