Column1;claw_length_mm;endangered;size_mm;specie;sub_specie;tail_length_mm;weight_g
1088;66;least_concern;512;three_toed;Pale-throated sloth;62;5995
1089;84;least_concern;508;three_toed;Pale-throated sloth;56;6391
1090;67;least_concern;498;three_toed;Pale-throated sloth;31;2913
1091;77;least_concern;503;three_toed;Pale-throated sloth;52;5090
1092;90;least_concern;489;three_toed;Pale-throated sloth;54;4912
1093;82;least_concern;494;three_toed;Pale-throated sloth;56;4733
1094;102;least_concern;484;three_toed;Pale-throated sloth;48;3397
1095;84;least_concern;499;three_toed;Pale-throated sloth;45;5264
1096;71;least_concern;493;three_toed;Pale-throated sloth;56;6350
1097;71;least_concern;499;three_toed;Pale-throated sloth;54;2828
1098;67;least_concern;488;three_toed;Pale-throated sloth;39;4457
1099;77;least_concern;494;three_toed;Pale-throated sloth;68;4012
1100;79;least_concern;504;three_toed;Pale-throated sloth;33;3816
1101;90;least_concern;497;three_toed;Pale-throated sloth;42;4169
1102;72;least_concern;487;three_toed;Pale-throated sloth;45;4637
1103;76;least_concern;504;three_toed;Pale-throated sloth;45;5893
1104;80;least_concern;490;three_toed;Pale-throated sloth;47;2423
1105;75;least_concern;495;three_toed;Pale-throated sloth;49;5427
1106;58;least_concern;502;three_toed;Pale-throated sloth;54;5330
1107;83;least_concern;508;three_toed;Pale-throated sloth;61;3201
1108;61;least_concern;489;three_toed;Pale-throated sloth;46;4816
1109;63;least_concern;488;three_toed;Pale-throated sloth;52;4730
1110;89;least_concern;498;three_toed;Pale-throated sloth;54;3386
1111;70;least_concern;504;three_toed;Pale-throated sloth;34;2991
1112;97;least_concern;484;three_toed;Pale-throated sloth;53;5192
1113;64;least_concern;494;three_toed;Pale-throated sloth;37;5582
1114;72;least_concern;498;three_toed;Pale-throated sloth;35;6373
1115;64;least_concern;503;three_toed;Pale-throated sloth;45;2962
1116;66;least_concern;513;three_toed;Pale-throated sloth;43;5853
1117;79;least_concern;485;three_toed;Pale-throated sloth;45;4821
1118;74;least_concern;511;three_toed;Pale-throated sloth;47;3169
1119;73;least_concern;505;three_toed;Pale-throated sloth;46;3575
1120;81;least_concern;499;three_toed;Pale-throated sloth;35;5633
1121;83;least_concern;491;three_toed;Pale-throated sloth;54;4481
1122;83;least_concern;509;three_toed;Pale-throated sloth;54;4063
1123;68;least_concern;500;three_toed;Pale-throated sloth;45;3551
1124;82;least_concern;490;three_toed;Pale-throated sloth;35;6121
1125;79;least_concern;497;three_toed;Pale-throated sloth;55;4341
1126;70;least_concern;496;three_toed;Pale-throated sloth;57;5019
1127;64;least_concern;487;three_toed;Pale-throated sloth;49;5139
1128;82;least_concern;504;three_toed;Pale-throated sloth;50;4688
1129;71;least_concern;496;three_toed;Pale-throated sloth;56;3565
1130;54;least_concern;492;three_toed;Pale-throated sloth;46;2895
1131;78;least_concern;498;three_toed;Pale-throated sloth;57;5524
1132;75;least_concern;497;three_toed;Pale-throated sloth;58;5731
1133;72;least_concern;497;three_toed;Pale-throated sloth;54;6394
1134;83;least_concern;499;three_toed;Pale-throated sloth;50;4475
1135;84;least_concern;510;three_toed;Pale-throated sloth;51;5248
1136;71;least_concern;504;three_toed;Pale-throated sloth;42;1223
1137;63;least_concern;491;three_toed;Pale-throated sloth;65;4706
1138;64;least_concern;509;three_toed;Pale-throated sloth;47;4767
1139;60;least_concern;511;three_toed;Pale-throated sloth;38;3221
1140;73;least_concern;497;three_toed;Pale-throated sloth;48;7667
1141;82;least_concern;509;three_toed;Pale-throated sloth;65;5628
1142;72;least_concern;499;three_toed;Pale-throated sloth;49;5737
1143;75;least_concern;505;three_toed;Pale-throated sloth;48;4733
1144;82;least_concern;498;three_toed;Pale-throated sloth;53;4453
1145;66;least_concern;510;three_toed;Pale-throated sloth;47;4454
1146;73;least_concern;472;three_toed;Pale-throated sloth;49;3016
1147;91;least_concern;494;three_toed;Pale-throated sloth;41;4364
1148;77;least_concern;504;three_toed;Pale-throated sloth;40;2235
1149;80;least_concern;506;three_toed;Pale-throated sloth;49;4484
1150;87;least_concern;502;three_toed;Pale-throated sloth;45;5120
1151;69;least_concern;497;three_toed;Pale-throated sloth;44;4432
1152;81;least_concern;500;three_toed;Pale-throated sloth;45;3427
1153;56;least_concern;508;three_toed;Pale-throated sloth;72;3805
1154;86;least_concern;509;three_toed;Pale-throated sloth;46;3667
1155;72;least_concern;514;three_toed;Pale-throated sloth;36;4074
1156;72;least_concern;488;three_toed;Pale-throated sloth;61;5650
1157;81;least_concern;497;three_toed;Pale-throated sloth;58;4368
1158;68;least_concern;506;three_toed;Pale-throated sloth;48;5585
1159;77;least_concern;500;three_toed;Pale-throated sloth;47;4521
1160;99;least_concern;511;three_toed;Pale-throated sloth;56;5834
1161;81;least_concern;482;three_toed;Pale-throated sloth;60;3615
1162;76;least_concern;508;three_toed;Pale-throated sloth;59;4189
1163;59;least_concern;505;three_toed;Pale-throated sloth;48;3348
1164;72;least_concern;480;three_toed;Pale-throated sloth;56;2010
1165;68;least_concern;494;three_toed;Pale-throated sloth;52;5286
1166;76;least_concern;471;three_toed;Pale-throated sloth;54;4666
1167;82;least_concern;501;three_toed;Pale-throated sloth;39;5702
1168;80;least_concern;496;three_toed;Pale-throated sloth;51;5386
1169;74;least_concern;491;three_toed;Pale-throated sloth;39;4388
1170;76;least_concern;492;three_toed;Pale-throated sloth;39;2196
1171;86;least_concern;499;three_toed;Pale-throated sloth;42;4945
1172;79;least_concern;501;three_toed;Pale-throated sloth;58;6477
1173;78;least_concern;497;three_toed;Pale-throated sloth;44;5919
1174;65;least_concern;495;three_toed;Pale-throated sloth;36;4107
1175;78;least_concern;490;three_toed;Pale-throated sloth;59;5713
1176;88;least_concern;481;three_toed;Pale-throated sloth;43;1932
1177;82;least_concern;525;three_toed;Pale-throated sloth;44;3395
1178;74;least_concern;502;three_toed;Pale-throated sloth;42;5993
1179;67;least_concern;503;three_toed;Pale-throated sloth;62;7477
1180;76;least_concern;489;three_toed;Pale-throated sloth;67;5754
1181;76;least_concern;500;three_toed;Pale-throated sloth;46;6303
1182;67;least_concern;490;three_toed;Pale-throated sloth;48;3801
1183;89;least_concern;498;three_toed;Pale-throated sloth;38;3168
1184;81;least_concern;503;three_toed;Pale-throated sloth;58;6544
1185;73;least_concern;483;three_toed;Pale-throated sloth;64;5045
1186;70;least_concern;485;three_toed;Pale-throated sloth;45;4841
1187;86;least_concern;504;three_toed;Pale-throated sloth;48;4566
1188;81;least_concern;497;three_toed;Pale-throated sloth;41;5707
1189;69;least_concern;519;three_toed;Pale-throated sloth;64;5664
1190;62;least_concern;507;three_toed;Pale-throated sloth;57;6010
1191;71;least_concern;486;three_toed;Pale-throated sloth;48;4441
1192;93;least_concern;518;three_toed;Pale-throated sloth;63;4480
1193;76;least_concern;505;three_toed;Pale-throated sloth;50;5537
1194;77;least_concern;514;three_toed;Pale-throated sloth;42;5756
1195;84;least_concern;517;three_toed;Pale-throated sloth;50;4883
1196;63;least_concern;488;three_toed;Pale-throated sloth;53;4644
1197;84;least_concern;500;three_toed;Pale-throated sloth;49;5024
1198;75;least_concern;499;three_toed;Pale-throated sloth;56;5433
1199;83;least_concern;485;three_toed;Pale-throated sloth;52;3946
1200;65;least_concern;486;three_toed;Pale-throated sloth;59;3868
1201;67;least_concern;505;three_toed;Pale-throated sloth;58;5527
1202;54;least_concern;498;three_toed;Pale-throated sloth;44;5591
1203;90;least_concern;505;three_toed;Pale-throated sloth;56;5241
1204;60;least_concern;503;three_toed;Pale-throated sloth;40;5122
1205;70;least_concern;509;three_toed;Pale-throated sloth;57;6678
1206;72;least_concern;489;three_toed;Pale-throated sloth;44;2567
1207;75;least_concern;500;three_toed;Pale-throated sloth;56;5303
1208;58;least_concern;514;three_toed;Pale-throated sloth;60;3449
1209;69;least_concern;507;three_toed;Pale-throated sloth;41;3045
1210;67;least_concern;511;three_toed;Pale-throated sloth;50;4323
1211;104;least_concern;475;three_toed;Pale-throated sloth;55;3811
1212;66;least_concern;506;three_toed;Pale-throated sloth;49;5331
1213;73;least_concern;492;three_toed;Pale-throated sloth;59;4011
1214;64;least_concern;524;three_toed;Pale-throated sloth;52;5606
1215;90;least_concern;500;three_toed;Pale-throated sloth;43;4316
1216;74;least_concern;515;three_toed;Pale-throated sloth;50;3960
1217;72;least_concern;500;three_toed;Pale-throated sloth;59;3087
1218;57;least_concern;494;three_toed;Pale-throated sloth;58;5404
1219;58;least_concern;490;three_toed;Pale-throated sloth;53;6327
1220;44;least_concern;500;three_toed;Pale-throated sloth;42;5512
1221;69;least_concern;515;three_toed;Pale-throated sloth;47;5884
1222;65;least_concern;485;three_toed;Pale-throated sloth;54;4939
1223;91;least_concern;508;three_toed;Pale-throated sloth;53;5941
1224;64;least_concern;509;three_toed;Pale-throated sloth;46;4553
1225;76;least_concern;495;three_toed;Pale-throated sloth;32;5106
1226;73;least_concern;505;three_toed;Pale-throated sloth;46;5904
1227;72;least_concern;506;three_toed;Pale-throated sloth;71;5978
1228;58;least_concern;503;three_toed;Pale-throated sloth;38;3650
1229;61;least_concern;525;three_toed;Pale-throated sloth;47;3709
1230;57;least_concern;502;three_toed;Pale-throated sloth;41;6220
1231;74;least_concern;483;three_toed;Pale-throated sloth;56;5842
1232;92;least_concern;491;three_toed;Pale-throated sloth;44;5997
1233;81;least_concern;502;three_toed;Pale-throated sloth;57;4699
1234;80;least_concern;507;three_toed;Pale-throated sloth;50;2396
1235;82;least_concern;497;three_toed;Pale-throated sloth;60;5596
1236;89;least_concern;507;three_toed;Pale-throated sloth;61;5120
1237;69;least_concern;500;three_toed;Pale-throated sloth;62;4577
1238;68;least_concern;510;three_toed;Pale-throated sloth;47;6375
1239;71;least_concern;504;three_toed;Pale-throated sloth;56;5080
1240;72;least_concern;497;three_toed;Pale-throated sloth;50;4137
1241;84;least_concern;492;three_toed;Pale-throated sloth;37;3151
1242;79;least_concern;484;three_toed;Pale-throated sloth;44;5008
1243;68;least_concern;506;three_toed;Pale-throated sloth;58;3365
1244;74;least_concern;508;three_toed;Pale-throated sloth;77;5615
1245;72;least_concern;517;three_toed;Pale-throated sloth;51;5162
1246;101;least_concern;500;three_toed;Pale-throated sloth;62;3720
1247;78;least_concern;504;three_toed;Pale-throated sloth;59;4682
1248;67;least_concern;497;three_toed;Pale-throated sloth;46;3950
1249;79;least_concern;492;three_toed;Pale-throated sloth;40;5530
1250;57;least_concern;511;three_toed;Pale-throated sloth;38;4993
1251;67;least_concern;491;three_toed;Pale-throated sloth;31;4726
1252;76;least_concern;504;three_toed;Pale-throated sloth;41;5079
1253;65;least_concern;496;three_toed;Pale-throated sloth;45;4173
1254;83;least_concern;499;three_toed;Pale-throated sloth;58;6170
1255;71;least_concern;513;three_toed;Pale-throated sloth;58;4892
1256;83;least_concern;506;three_toed;Pale-throated sloth;41;6337
1257;68;least_concern;507;three_toed;Pale-throated sloth;43;3921
1258;76;least_concern;519;three_toed;Pale-throated sloth;41;3945
1259;87;least_concern;521;three_toed;Pale-throated sloth;35;4383
1260;58;least_concern;490;three_toed;Pale-throated sloth;42;4884
1261;85;least_concern;493;three_toed;Pale-throated sloth;41;6506
1262;91;least_concern;505;three_toed;Pale-throated sloth;48;5194
1263;63;least_concern;488;three_toed;Pale-throated sloth;55;2641
1264;79;least_concern;502;three_toed;Pale-throated sloth;51;5312
1265;73;least_concern;501;three_toed;Pale-throated sloth;60;5007
1266;73;least_concern;510;three_toed;Pale-throated sloth;47;4370
1267;70;least_concern;492;three_toed;Pale-throated sloth;55;3760
1268;65;least_concern;515;three_toed;Pale-throated sloth;51;5375
1269;84;least_concern;502;three_toed;Pale-throated sloth;39;4256
1270;83;least_concern;503;three_toed;Pale-throated sloth;54;3632
1271;67;least_concern;497;three_toed;Pale-throated sloth;44;5884
1272;59;least_concern;499;three_toed;Pale-throated sloth;44;5389
1273;64;least_concern;488;three_toed;Pale-throated sloth;54;3169
1274;52;least_concern;495;three_toed;Pale-throated sloth;51;3886
1275;64;least_concern;501;three_toed;Pale-throated sloth;37;4086
1276;92;least_concern;481;three_toed;Pale-throated sloth;55;4526
1277;87;least_concern;480;three_toed;Pale-throated sloth;45;3939
1278;97;least_concern;491;three_toed;Pale-throated sloth;48;4874
1279;75;least_concern;495;three_toed;Pale-throated sloth;56;3468
1280;93;least_concern;501;three_toed;Pale-throated sloth;49;5652
1281;77;least_concern;495;three_toed;Pale-throated sloth;31;5145
1282;72;least_concern;494;three_toed;Pale-throated sloth;55;5942
1283;76;least_concern;508;three_toed;Pale-throated sloth;52;6317
1284;80;least_concern;503;three_toed;Pale-throated sloth;40;4549
1285;77;least_concern;508;three_toed;Pale-throated sloth;30;6127
1286;66;least_concern;497;three_toed;Pale-throated sloth;50;4057
1287;77;least_concern;503;three_toed;Pale-throated sloth;66;3981
1288;49;least_concern;494;three_toed;Pale-throated sloth;56;4754
1289;71;least_concern;493;three_toed;Pale-throated sloth;57;4262
1290;81;least_concern;498;three_toed;Pale-throated sloth;45;3574
1291;74;least_concern;474;three_toed;Pale-throated sloth;33;4390
1292;81;least_concern;493;three_toed;Pale-throated sloth;44;5981
1293;76;least_concern;504;three_toed;Pale-throated sloth;68;6358
1294;80;least_concern;506;three_toed;Pale-throated sloth;63;3827
1295;67;least_concern;502;three_toed;Pale-throated sloth;50;5010
1296;101;least_concern;495;three_toed;Pale-throated sloth;37;5052
1297;74;least_concern;504;three_toed;Pale-throated sloth;51;4200
1298;71;least_concern;517;three_toed;Pale-throated sloth;50;5014
1299;77;least_concern;488;three_toed;Pale-throated sloth;30;5546
1300;88;least_concern;514;three_toed;Pale-throated sloth;50;3049
1301;77;least_concern;503;three_toed;Pale-throated sloth;61;4134
1302;85;least_concern;507;three_toed;Pale-throated sloth;51;3489
1303;83;least_concern;514;three_toed;Pale-throated sloth;63;4688
1304;82;least_concern;495;three_toed;Pale-throated sloth;47;4938
1305;95;least_concern;501;three_toed;Pale-throated sloth;54;4126
1306;71;least_concern;512;three_toed;Pale-throated sloth;49;5393
1307;87;least_concern;501;three_toed;Pale-throated sloth;39;4927
1308;74;least_concern;495;three_toed;Pale-throated sloth;59;5155
1309;62;least_concern;501;three_toed;Pale-throated sloth;33;3540
1310;78;least_concern;506;three_toed;Pale-throated sloth;40;5484
1311;73;least_concern;510;three_toed;Pale-throated sloth;54;5705
1312;70;least_concern;513;three_toed;Pale-throated sloth;68;4539
1313;61;least_concern;502;three_toed;Pale-throated sloth;41;4917
1314;60;least_concern;485;three_toed;Pale-throated sloth;49;5195
1315;78;least_concern;513;three_toed;Pale-throated sloth;50;3681
1316;73;least_concern;491;three_toed;Pale-throated sloth;63;2601
1317;64;least_concern;493;three_toed;Pale-throated sloth;31;4989
1318;59;least_concern;493;three_toed;Pale-throated sloth;49;5201
1319;84;least_concern;507;three_toed;Pale-throated sloth;59;4155
1320;72;least_concern;497;three_toed;Pale-throated sloth;48;5377
1321;87;least_concern;487;three_toed;Pale-throated sloth;49;3918
1322;90;least_concern;496;three_toed;Pale-throated sloth;49;3328
1323;71;least_concern;492;three_toed;Pale-throated sloth;54;6154
1324;84;least_concern;502;three_toed;Pale-throated sloth;55;4997
1325;68;least_concern;501;three_toed;Pale-throated sloth;37;4116
1326;91;least_concern;510;three_toed;Pale-throated sloth;41;3389
1327;73;least_concern;502;three_toed;Pale-throated sloth;55;6906
1328;67;least_concern;515;three_toed;Pale-throated sloth;39;5597
1329;65;least_concern;492;three_toed;Pale-throated sloth;44;5351
1330;87;least_concern;506;three_toed;Pale-throated sloth;48;4898
1331;77;least_concern;494;three_toed;Pale-throated sloth;42;5519
1332;86;least_concern;496;three_toed;Pale-throated sloth;30;4080
1333;58;least_concern;496;three_toed;Pale-throated sloth;56;3231
1334;91;least_concern;522;three_toed;Pale-throated sloth;59;3455
1335;66;least_concern;509;three_toed;Pale-throated sloth;46;6153
1336;81;least_concern;505;three_toed;Pale-throated sloth;52;7028
1337;61;least_concern;509;three_toed;Pale-throated sloth;55;4879
1338;71;least_concern;508;three_toed;Pale-throated sloth;48;4874
1339;72;least_concern;505;three_toed;Pale-throated sloth;45;5052
1340;89;least_concern;506;three_toed;Pale-throated sloth;44;5547
1341;79;least_concern;504;three_toed;Pale-throated sloth;61;4641
1342;67;least_concern;501;three_toed;Pale-throated sloth;59;5341
1343;70;least_concern;492;three_toed;Pale-throated sloth;51;3752
1344;73;least_concern;524;three_toed;Pale-throated sloth;65;4180
1345;52;least_concern;506;three_toed;Pale-throated sloth;44;4917
1346;84;least_concern;495;three_toed;Pale-throated sloth;68;4028
1347;79;least_concern;502;three_toed;Pale-throated sloth;39;4815
1348;86;least_concern;494;three_toed;Pale-throated sloth;38;3876
1349;71;least_concern;509;three_toed;Pale-throated sloth;47;5082
1350;71;least_concern;489;three_toed;Pale-throated sloth;34;3959
1351;72;least_concern;501;three_toed;Pale-throated sloth;53;6108
1352;63;least_concern;495;three_toed;Pale-throated sloth;40;3170
1353;77;least_concern;496;three_toed;Pale-throated sloth;42;4162
1354;84;least_concern;502;three_toed;Pale-throated sloth;59;3177
1355;80;least_concern;502;three_toed;Pale-throated sloth;76;5056
1356;87;least_concern;475;three_toed;Pale-throated sloth;60;4677
1357;78;least_concern;490;three_toed;Pale-throated sloth;48;4840
1358;79;least_concern;493;three_toed;Pale-throated sloth;58;4981
1359;72;least_concern;519;three_toed;Pale-throated sloth;36;4794
1360;92;least_concern;497;three_toed;Pale-throated sloth;45;6167
1361;81;least_concern;497;three_toed;Pale-throated sloth;47;4154
1362;99;least_concern;505;three_toed;Pale-throated sloth;60;4238
1363;65;least_concern;503;three_toed;Pale-throated sloth;49;4312
1364;72;least_concern;498;three_toed;Pale-throated sloth;50;5852
1365;72;least_concern;502;three_toed;Pale-throated sloth;53;5314
1366;65;least_concern;493;three_toed;Pale-throated sloth;53;5034
1367;87;least_concern;515;three_toed;Pale-throated sloth;47;4552
1368;71;least_concern;504;three_toed;Pale-throated sloth;51;5001
1369;82;least_concern;506;three_toed;Pale-throated sloth;44;3677
1370;81;least_concern;504;three_toed;Pale-throated sloth;62;6578
1371;102;least_concern;485;three_toed;Pale-throated sloth;43;5788
1372;87;least_concern;503;three_toed;Pale-throated sloth;31;4498
1373;76;least_concern;504;three_toed;Pale-throated sloth;58;4903
1374;88;least_concern;505;three_toed;Pale-throated sloth;51;5621
1375;69;least_concern;488;three_toed;Pale-throated sloth;60;4990
1376;88;least_concern;508;three_toed;Pale-throated sloth;62;5015
1377;86;least_concern;482;three_toed;Pale-throated sloth;60;3556
1378;82;least_concern;510;three_toed;Pale-throated sloth;51;5270
1379;73;least_concern;520;three_toed;Pale-throated sloth;51;4323
1380;85;least_concern;506;three_toed;Pale-throated sloth;42;4697
1381;82;least_concern;511;three_toed;Pale-throated sloth;49;4752
1382;65;least_concern;498;three_toed;Pale-throated sloth;36;2673
1383;76;least_concern;517;three_toed;Pale-throated sloth;58;5431
1384;72;least_concern;500;three_toed;Pale-throated sloth;61;4438
1385;74;least_concern;481;three_toed;Pale-throated sloth;59;5081
1386;76;least_concern;500;three_toed;Pale-throated sloth;44;4264
1387;79;least_concern;485;three_toed;Pale-throated sloth;52;3395
1388;77;least_concern;492;three_toed;Pale-throated sloth;36;3165
1389;76;least_concern;516;three_toed;Pale-throated sloth;41;5205
1390;78;least_concern;513;three_toed;Pale-throated sloth;46;3873
1391;94;least_concern;512;three_toed;Pale-throated sloth;38;4644
1392;65;least_concern;512;three_toed;Pale-throated sloth;36;3822
1393;78;least_concern;513;three_toed;Pale-throated sloth;64;4629
1394;75;least_concern;502;three_toed;Pale-throated sloth;48;5467
1395;62;least_concern;492;three_toed;Pale-throated sloth;46;5340
1396;71;least_concern;503;three_toed;Pale-throated sloth;49;3700
1397;50;least_concern;500;three_toed;Pale-throated sloth;64;2792
1398;80;least_concern;499;three_toed;Pale-throated sloth;58;3718
1399;81;least_concern;501;three_toed;Pale-throated sloth;54;3970
1400;81;least_concern;516;three_toed;Pale-throated sloth;51;5530
1401;75;least_concern;500;three_toed;Pale-throated sloth;53;5129
1402;74;least_concern;501;three_toed;Pale-throated sloth;55;4746
1403;80;least_concern;498;three_toed;Pale-throated sloth;46;5603
1404;85;least_concern;484;three_toed;Pale-throated sloth;43;4016
1405;82;least_concern;490;three_toed;Pale-throated sloth;58;4449
1406;69;least_concern;485;three_toed;Pale-throated sloth;38;7008
1407;73;least_concern;513;three_toed;Pale-throated sloth;50;5300
1408;56;least_concern;519;three_toed;Pale-throated sloth;55;4099
1409;83;least_concern;490;three_toed;Pale-throated sloth;63;6082
1410;53;least_concern;503;three_toed;Pale-throated sloth;54;4398
1411;91;least_concern;490;three_toed;Pale-throated sloth;40;3315
1412;67;least_concern;494;three_toed;Pale-throated sloth;35;4931
1413;59;least_concern;494;three_toed;Pale-throated sloth;54;3436
1414;74;least_concern;510;three_toed;Pale-throated sloth;66;5518
1415;72;least_concern;505;three_toed;Pale-throated sloth;41;3842
1416;91;least_concern;492;three_toed;Pale-throated sloth;50;4874
1417;92;least_concern;492;three_toed;Pale-throated sloth;54;4596
1418;68;least_concern;499;three_toed;Pale-throated sloth;65;5919
1419;74;least_concern;496;three_toed;Pale-throated sloth;48;2978
1420;70;least_concern;483;three_toed;Pale-throated sloth;46;5546
1421;87;least_concern;493;three_toed;Pale-throated sloth;43;4036
1422;59;least_concern;503;three_toed;Pale-throated sloth;53;2992
1423;88;least_concern;502;three_toed;Pale-throated sloth;39;4143
1424;73;least_concern;491;three_toed;Pale-throated sloth;50;3704
1425;77;least_concern;497;three_toed;Pale-throated sloth;70;3866
1426;60;least_concern;480;three_toed;Pale-throated sloth;48;4674
1427;78;least_concern;494;three_toed;Pale-throated sloth;60;4657
1428;78;least_concern;504;three_toed;Pale-throated sloth;29;3309
1429;81;least_concern;511;three_toed;Pale-throated sloth;26;4123
1430;88;least_concern;515;three_toed;Pale-throated sloth;59;4553
1431;77;least_concern;497;three_toed;Pale-throated sloth;55;5237
1432;92;least_concern;490;three_toed;Pale-throated sloth;50;4602
1433;75;least_concern;494;three_toed;Pale-throated sloth;54;4655
1434;77;least_concern;521;three_toed;Pale-throated sloth;12;4552
1435;62;least_concern;505;three_toed;Pale-throated sloth;32;4895
1436;84;least_concern;491;three_toed;Pale-throated sloth;53;5062
1437;70;least_concern;495;three_toed;Pale-throated sloth;47;3663
1438;77;least_concern;497;three_toed;Pale-throated sloth;65;6265
1439;82;least_concern;502;three_toed;Pale-throated sloth;70;6206
1440;77;least_concern;496;three_toed;Pale-throated sloth;52;4218
1441;72;least_concern;493;three_toed;Pale-throated sloth;43;3424
1442;54;least_concern;505;three_toed;Pale-throated sloth;41;4489
1443;84;least_concern;489;three_toed;Pale-throated sloth;29;2496
1444;70;least_concern;524;three_toed;Pale-throated sloth;70;3861
1445;88;least_concern;494;three_toed;Pale-throated sloth;54;3497
1446;90;least_concern;506;three_toed;Pale-throated sloth;50;4946
1447;68;least_concern;515;three_toed;Pale-throated sloth;44;5527
1448;82;least_concern;496;three_toed;Pale-throated sloth;47;4719
1449;69;least_concern;512;three_toed;Pale-throated sloth;48;3777
1450;82;least_concern;501;three_toed;Pale-throated sloth;35;4725
1451;94;least_concern;505;three_toed;Pale-throated sloth;52;3978
1452;79;least_concern;487;three_toed;Pale-throated sloth;81;4344
1453;87;least_concern;490;three_toed;Pale-throated sloth;38;4454
1454;77;least_concern;497;three_toed;Pale-throated sloth;66;4853
1455;59;least_concern;519;three_toed;Pale-throated sloth;36;4579
1456;81;least_concern;493;three_toed;Pale-throated sloth;62;4621
1457;82;least_concern;496;three_toed;Pale-throated sloth;48;2850
1458;63;least_concern;488;three_toed;Pale-throated sloth;57;5789
1459;66;least_concern;501;three_toed;Pale-throated sloth;59;3811
1460;76;least_concern;503;three_toed;Pale-throated sloth;44;5211
1461;77;least_concern;524;three_toed;Pale-throated sloth;48;4507
1462;88;least_concern;517;three_toed;Pale-throated sloth;51;4042
1463;67;least_concern;491;three_toed;Pale-throated sloth;64;1176
1464;73;least_concern;519;three_toed;Pale-throated sloth;23;4112
1465;73;least_concern;475;three_toed;Pale-throated sloth;43;4059
1466;58;least_concern;511;three_toed;Pale-throated sloth;70;1302
1467;58;least_concern;511;three_toed;Pale-throated sloth;46;2895
1468;84;least_concern;495;three_toed;Pale-throated sloth;29;4983
1469;88;least_concern;505;three_toed;Pale-throated sloth;49;4176
1470;71;least_concern;499;three_toed;Pale-throated sloth;40;4652
1471;72;least_concern;493;three_toed;Pale-throated sloth;52;3965
1472;88;least_concern;496;three_toed;Pale-throated sloth;40;4821
1473;78;least_concern;505;three_toed;Pale-throated sloth;59;2951
1474;91;least_concern;506;three_toed;Pale-throated sloth;27;4512
1475;68;least_concern;529;three_toed;Pale-throated sloth;51;3279
1476;71;least_concern;512;three_toed;Pale-throated sloth;52;5030
1477;82;least_concern;509;three_toed;Pale-throated sloth;41;4335
1478;97;least_concern;499;three_toed;Pale-throated sloth;72;3301
1479;76;least_concern;496;three_toed;Pale-throated sloth;46;4485
1480;83;least_concern;505;three_toed;Pale-throated sloth;42;3539
1481;56;least_concern;499;three_toed;Pale-throated sloth;40;3932
1482;72;least_concern;498;three_toed;Pale-throated sloth;43;4716
1483;66;least_concern;503;three_toed;Pale-throated sloth;50;4141
1484;77;least_concern;512;three_toed;Pale-throated sloth;53;4644
1485;81;least_concern;503;three_toed;Pale-throated sloth;43;4127
1486;81;least_concern;493;three_toed;Pale-throated sloth;45;2889
1487;64;least_concern;510;three_toed;Pale-throated sloth;40;5355
1488;68;least_concern;482;three_toed;Pale-throated sloth;44;5695
1489;69;least_concern;501;three_toed;Pale-throated sloth;46;3712
1490;56;least_concern;505;three_toed;Pale-throated sloth;37;3874
1491;76;least_concern;488;three_toed;Pale-throated sloth;51;2356
1492;79;least_concern;495;three_toed;Pale-throated sloth;39;5832
1493;68;least_concern;497;three_toed;Pale-throated sloth;72;3015
1494;66;least_concern;500;three_toed;Pale-throated sloth;33;5179
1495;69;least_concern;501;three_toed;Pale-throated sloth;69;4006
1496;83;least_concern;495;three_toed;Pale-throated sloth;28;3503
1497;65;least_concern;492;three_toed;Pale-throated sloth;43;4761
1498;62;least_concern;492;three_toed;Pale-throated sloth;49;5918
1499;66;least_concern;483;three_toed;Pale-throated sloth;54;6021
1500;83;least_concern;488;three_toed;Pale-throated sloth;52;5626
1501;77;least_concern;487;three_toed;Pale-throated sloth;53;4910
1502;78;least_concern;510;three_toed;Pale-throated sloth;66;4125
1503;81;least_concern;491;three_toed;Pale-throated sloth;41;4134
1504;70;least_concern;505;three_toed;Pale-throated sloth;59;4632
1505;63;least_concern;502;three_toed;Pale-throated sloth;44;4570
1506;70;least_concern;495;three_toed;Pale-throated sloth;61;3837
1507;75;least_concern;489;three_toed;Pale-throated sloth;59;5694
1508;69;least_concern;502;three_toed;Pale-throated sloth;48;4065
1509;78;least_concern;502;three_toed;Pale-throated sloth;36;4000
1510;88;least_concern;504;three_toed;Pale-throated sloth;57;4593
1511;69;least_concern;499;three_toed;Pale-throated sloth;48;3907
1512;70;least_concern;498;three_toed;Pale-throated sloth;59;4491
1513;68;least_concern;475;three_toed;Pale-throated sloth;56;5781
1514;77;least_concern;496;three_toed;Pale-throated sloth;39;3354
1515;79;least_concern;508;three_toed;Pale-throated sloth;40;3358
1516;69;least_concern;490;three_toed;Pale-throated sloth;46;3822
1517;72;least_concern;497;three_toed;Pale-throated sloth;51;3249
1518;84;least_concern;500;three_toed;Pale-throated sloth;64;5092
1519;89;least_concern;499;three_toed;Pale-throated sloth;60;4943
1520;68;least_concern;494;three_toed;Pale-throated sloth;51;2150
1521;94;least_concern;489;three_toed;Pale-throated sloth;55;4207
1522;68;least_concern;489;three_toed;Pale-throated sloth;57;4002
1523;78;least_concern;498;three_toed;Pale-throated sloth;61;4280
